Cust_ID,FName,LName,UserEmail,JoinDate,AmountSpent
1267,Grace,Gray,customer466@test.com,2024-04-11,685.98
1034,Grace,Black,customer467@test.com,2024-04-12,2453.74
1778,Heidi,White,customer468@test.com,2024-04-13,2791.89
1575,Grace,Gray,customer469@test.com,2024-04-14,295.13
1493,Grace,White,customer470@test.com,2024-04-15,1355.68
1561,Eve,White,customer471@test.com,2024-04-16,1018.99
1468,Eve,Gray,customer472@test.com,2024-04-17,2613.36
1766,Grace,White,customer473@test.com,2024-04-18,259.74
1660,Heidi,White,customer474@test.com,2024-04-19,641.27
1324,Frank,Black,customer475@test.com,2024-04-20,2259.88
1303,Heidi,Gray,customer476@test.com,2024-04-21,163.37
1275,Frank,Gray,customer477@test.com,2024-04-22,1482.68
1868,Heidi,Green,customer478@test.com,2024-04-23,1331.9
1962,Eve,White,customer479@test.com,2024-04-24,1009.86
1683,Grace,Black,customer480@test.com,2024-04-25,1189.77
1928,Grace,White,customer481@test.com,2024-04-26,1594.52
1200,Eve,White,customer482@test.com,2024-04-27,492.49
1444,Frank,Green,customer483@test.com,2024-04-28,1720.27
1904,Frank,White,customer484@test.com,2024-04-29,2418.24
1323,Frank,Black,customer485@test.com,2024-04-30,2282.88
1034,Eve,Black,customer486@test.com,2024-05-01,470.16
1976,Frank,Green,customer487@test.com,2024-05-02,456.26
1481,Eve,White,customer488@test.com,2024-05-03,811.84
1727,Heidi,Black,customer489@test.com,2024-05-04,1089.61
1479,Heidi,White,customer490@test.com,2024-05-05,1231.28
1064,Eve,White,customer491@test.com,2024-05-06,2042.29
1007,Grace,White,customer492@test.com,2024-05-07,179.47
1300,Heidi,Green,customer493@test.com,2024-05-08,113.67
1342,Frank,White,customer494@test.com,2024-05-09,1181.81
1430,Eve,Black,customer495@test.com,2024-05-10,2094.52
1423,Frank,White,customer496@test.com,2024-05-11,588.37
1331,Frank,Black,customer497@test.com,2024-05-12,1928.1
1437,Grace,White,customer498@test.com,2024-05-13,786.89
1587,Frank,Black,customer499@test.com,2024-05-14,2659.4
1173,Grace,Black,customer500@test.com,2024-05-15,2688.11
1558,Heidi,White,customer501@test.com,2024-05-16,898.89
1526,Eve,White,customer502@test.com,2024-05-17,697.68
1872,Frank,Black,customer503@test.com,2024-05-18,1239.8
1658,Eve,Gray,customer504@test.com,2024-05-19,729.19
1025,Frank,Green,customer505@test.com,2024-05-20,2020.43
1819,Eve,Gray,customer506@test.com,2024-05-21,2479.93
1604,Frank,Gray,customer507@test.com,2024-05-22,2022.55
1405,Frank,White,customer508@test.com,2024-05-23,2474.81
1231,Frank,Green,customer509@test.com,2024-05-24,1197.01
1532,Frank,Gray,customer510@test.com,2024-05-25,477.39
1818,Frank,White,customer511@test.com,2024-05-26,2216.47
1549,Frank,Gray,customer512@test.com,2024-05-27,1087.82
1787,Frank,Gray,customer513@test.com,2024-05-28,2017.1
1504,Frank,White,customer514@test.com,2024-05-29,819.23
1668,Frank,White,customer515@test.com,2024-05-30,252.88
1178,Eve,White,customer516@test.com,2024-05-31,2977.82
1131,Grace,Green,customer517@test.com,2024-06-01,477.04
1822,Frank,Gray,customer518@test.com,2024-06-02,2965.38
1454,Grace,White,customer519@test.com,2024-06-03,2932.07
1347,Frank,Black,customer520@test.com,2024-06-04,2383.52
1539,Frank,Gray,customer521@test.com,2024-06-05,1981.67
1771,Eve,Black,customer522@test.com,2024-06-06,1737.64
1405,Heidi,Green,customer523@test.com,2024-06-07,2599.64
1075,Heidi,White,customer524@test.com,2024-06-08,875.42
1940,Eve,Black,customer525@test.com,2024-06-09,1408.37
1578,Grace,Green,customer526@test.com,2024-06-10,1861.98
1853,Heidi,White,customer527@test.com,2024-06-11,1239.46
1491,Eve,Black,customer528@test.com,2024-06-12,1288.18
1193,Eve,Black,customer529@test.com,2024-06-13,997.55
1983,Heidi,Green,customer530@test.com,2024-06-14,1697.05
1161,Grace,White,customer531@test.com,2024-06-15,2553.22
1346,Eve,White,customer532@test.com,2024-06-16,612.57
1950,Frank,Black,customer533@test.com,2024-06-17,2803.95
1360,Grace,Black,customer534@test.com,2024-06-18,2070.37
1768,Grace,Black,customer535@test.com,2024-06-19,2471.59
1583,Heidi,White,customer536@test.com,2024-06-20,1673.01
1086,Heidi,Green,customer537@test.com,2024-06-21,2340.75
1933,Frank,Green,customer538@test.com,2024-06-22,58.44
1261,Eve,White,customer539@test.com,2024-06-23,2456.96
1213,Heidi,Gray,customer540@test.com,2024-06-24,130.02
1664,Heidi,Green,customer541@test.com,2024-06-25,2670.84
1721,Grace,Black,customer542@test.com,2024-06-26,2975.97
1912,Heidi,Gray,customer543@test.com,2024-06-27,889.26
1572,Heidi,Gray,customer544@test.com,2024-06-28,638.85
1779,Heidi,Green,customer545@test.com,2024-06-29,2298.44
1261,Heidi,Gray,customer546@test.com,2024-06-30,766.55
1729,Grace,Gray,customer547@test.com,2024-07-01,2598.03
1282,Frank,Green,customer548@test.com,2024-07-02,317.5
1647,Frank,Green,customer549@test.com,2024-07-03,386.61
1466,Eve,Gray,customer550@test.com,2024-07-04,2937.66
1379,Heidi,Black,customer551@test.com,2024-07-05,2024.78
1361,Grace,White,customer552@test.com,2024-07-06,2542.19
1448,Eve,Gray,customer553@test.com,2024-07-07,979.74
1440,Eve,Gray,customer554@test.com,2024-07-08,2032.69
1092,Frank,Black,customer555@test.com,2024-07-09,1786.78
1620,Grace,Gray,customer556@test.com,2024-07-10,1813.42
1752,Grace,Gray,customer557@test.com,2024-07-11,2050.77
1866,Grace,White,customer558@test.com,2024-07-12,1730.32
1423,Frank,White,customer559@test.com,2024-07-13,1292.9
1141,Frank,White,customer560@test.com,2024-07-14,835.01
1290,Frank,Green,customer561@test.com,2024-07-15,2308.06
1431,Frank,Green,customer562@test.com,2024-07-16,686.55
1748,Frank,White,customer563@test.com,2024-07-17,2080.14
1851,Heidi,White,customer564@test.com,2024-07-18,707.67
1823,Heidi,Green,customer565@test.com,2024-07-19,1879.74
1688,Grace,Black,customer566@test.com,2024-07-20,2243.76
1652,Eve,Gray,customer567@test.com,2024-07-21,663.95
1700,Grace,Gray,customer568@test.com,2024-07-22,189.23
1997,Eve,White,customer569@test.com,2024-07-23,401.61
1048,Frank,Black,customer570@test.com,2024-07-24,1821.93
1301,Eve,Green,customer571@test.com,2024-07-25,2549.84
1880,Grace,White,customer572@test.com,2024-07-26,144.54
1189,Grace,Black,customer573@test.com,2024-07-27,2205.11
1135,Eve,Black,customer574@test.com,2024-07-28,1030.54
1554,Heidi,Black,customer575@test.com,2024-07-29,1440.8
1403,Frank,Green,customer576@test.com,2024-07-30,2787.29
1891,Frank,Green,customer577@test.com,2024-07-31,1002.59
1864,Grace,Gray,customer578@test.com,2024-08-01,1401.36
1601,Heidi,Gray,customer579@test.com,2024-08-02,50.91
1806,Eve,Black,customer580@test.com,2024-08-03,253.98
1340,Frank,Black,customer581@test.com,2024-08-04,783.19
1756,Heidi,Green,customer582@test.com,2024-08-05,93.28
1944,Frank,Gray,customer583@test.com,2024-08-06,1897.81
1703,Heidi,Black,customer584@test.com,2024-08-07,1284.93
1317,Heidi,Gray,customer585@test.com,2024-08-08,1648.95
1617,Grace,Gray,customer586@test.com,2024-08-09,532.2
1362,Frank,Black,customer587@test.com,2024-08-10,894.84
1821,Eve,Green,customer588@test.com,2024-08-11,1994.84
1381,Grace,Black,customer589@test.com,2024-08-12,2896.26
1232,Grace,Black,customer590@test.com,2024-08-13,160.75
1776,Eve,Gray,customer591@test.com,2024-08-14,2672.25
1343,Grace,Black,customer592@test.com,2024-08-15,1734.87
1548,Heidi,Green,customer593@test.com,2024-08-16,1696.12
1816,Heidi,Black,customer594@test.com,2024-08-17,1505.83
1552,Frank,Green,customer595@test.com,2024-08-18,217.49
1528,Frank,Green,customer596@test.com,2024-08-19,278.73
1855,Eve,Gray,customer597@test.com,2024-08-20,1806.73
1788,Frank,White,customer598@test.com,2024-08-21,1029.47
1818,Heidi,White,customer599@test.com,2024-08-22,2752.63
1570,Eve,Gray,customer600@test.com,2024-08-23,1225.71
1934,Eve,Black,customer601@test.com,2024-08-24,438.41
1182,Frank,Gray,customer602@test.com,2024-08-25,2147.01
1040,Heidi,Green,customer603@test.com,2024-08-26,887.13
1550,Eve,White,customer604@test.com,2024-08-27,1581.16
1396,Heidi,Gray,customer605@test.com,2024-08-28,2096.52
1703,Heidi,Black,customer606@test.com,2024-08-29,2701.79
1778,Heidi,Gray,customer607@test.com,2024-08-30,2378.65
1493,Frank,White,customer608@test.com,2024-08-31,2032.32
1658,Grace,Gray,customer609@test.com,2024-09-01,2042.1
1906,Grace,Gray,customer610@test.com,2024-09-02,2838.31
1332,Eve,White,customer611@test.com,2024-09-03,894.51
1126,Heidi,Green,customer612@test.com,2024-09-04,13.33
1557,Frank,Green,customer613@test.com,2024-09-05,823.14
1556,Heidi,White,customer614@test.com,2024-09-06,661.5
1000,Heidi,Gray,customer615@test.com,2024-09-07,1988.89
1167,Frank,White,customer616@test.com,2024-09-08,1904.8
1619,Grace,Green,customer617@test.com,2024-09-09,1784.45
1018,Heidi,Black,customer618@test.com,2024-09-10,58.57
1331,Heidi,Gray,customer619@test.com,2024-09-11,2189.05
1583,Grace,Green,customer620@test.com,2024-09-12,977.36
1455,Frank,Gray,customer621@test.com,2024-09-13,1998.52
1956,Eve,White,customer622@test.com,2024-09-14,1674.17
1108,Grace,Black,customer623@test.com,2024-09-15,1034.77
1267,Eve,White,customer624@test.com,2024-09-16,412.38
1444,Eve,Black,customer625@test.com,2024-09-17,292.31
1239,Grace,Gray,customer626@test.com,2024-09-18,2496.24
1928,Heidi,Gray,customer627@test.com,2024-09-19,2756.01
1300,Eve,White,customer628@test.com,2024-09-20,1952.87
1601,Eve,Black,customer629@test.com,2024-09-21,319.27
1102,Frank,Black,customer630@test.com,2024-09-22,1212.06
1987,Heidi,Gray,customer631@test.com,2024-09-23,2189.53
1249,Eve,White,customer632@test.com,2024-09-24,2341.66
1452,Frank,Black,customer633@test.com,2024-09-25,363.47
1519,Heidi,Gray,customer634@test.com,2024-09-26,10.09
1152,Grace,Green,customer635@test.com,2024-09-27,2139.29
1858,Grace,White,customer636@test.com,2024-09-28,1076.22
1173,Frank,Green,customer637@test.com,2024-09-29,770.9
1342,Grace,White,customer638@test.com,2024-09-30,48.56
1669,Eve,Gray,customer639@test.com,2024-10-01,1625.5
1430,Heidi,Black,customer640@test.com,2024-10-02,2554.94
1726,Eve,Black,customer641@test.com,2024-10-03,2873.32
1688,Eve,Black,customer642@test.com,2024-10-04,1701.58
1686,Grace,White,customer643@test.com,2024-10-05,1548.24
1851,Eve,Gray,customer644@test.com,2024-10-06,264.32
1849,Grace,Green,customer645@test.com,2024-10-07,1651.13
1657,Heidi,Gray,customer646@test.com,2024-10-08,1146.14
1961,Heidi,Green,customer647@test.com,2024-10-09,1825.33
1323,Eve,White,customer648@test.com,2024-10-10,1172.29
1989,Frank,White,customer649@test.com,2024-10-11,728.49
1672,Grace,Green,customer650@test.com,2024-10-12,293.95
1638,Grace,Green,customer651@test.com,2024-10-13,951.61
1419,Eve,Green,customer652@test.com,2024-10-14,298.97
1593,Grace,Gray,customer653@test.com,2024-10-15,538.92
1484,Grace,Green,customer654@test.com,2024-10-16,2962.14
1658,Frank,White,customer655@test.com,2024-10-17,1337.87
1750,Frank,White,customer656@test.com,2024-10-18,1600.3
1411,Eve,Black,customer657@test.com,2024-10-19,2622.12
1935,Frank,Green,customer658@test.com,2024-10-20,2986.75
1083,Eve,Gray,customer659@test.com,2024-10-21,1752.32
1112,Heidi,Gray,customer660@test.com,2024-10-22,2439.3
1736,Eve,Gray,customer661@test.com,2024-10-23,987.55
1331,Heidi,Black,customer662@test.com,2024-10-24,924.17
1377,Eve,White,customer663@test.com,2024-10-25,1214.08
1754,Grace,Gray,customer664@test.com,2024-10-26,2020.8
1654,Frank,White,customer665@test.com,2024-10-27,2049.75
1040,Heidi,Black,customer666@test.com,2024-10-28,952.57
1934,Eve,Green,customer667@test.com,2024-10-29,408.3
1769,Frank,Green,customer668@test.com,2024-10-30,1900.86
1958,Eve,Green,customer669@test.com,2024-10-31,393.69
1796,Frank,Gray,customer670@test.com,2024-11-01,1739.69
1104,Frank,Green,customer671@test.com,2024-11-02,2083.33
1201,Eve,Gray,customer672@test.com,2024-11-03,2104.83
1449,Heidi,Black,customer673@test.com,2024-11-04,2262.88
1818,Heidi,Black,customer674@test.com,2024-11-05,2619.85
1842,Grace,Gray,customer675@test.com,2024-11-06,1504.88
1972,Frank,White,customer676@test.com,2024-11-07,2193.45
1265,Grace,Green,customer677@test.com,2024-11-08,1861.33
1909,Grace,Green,customer678@test.com,2024-11-09,568.05
1209,Eve,Green,customer679@test.com,2024-11-10,86.81
1562,Eve,Gray,customer680@test.com,2024-11-11,860.78
1117,Eve,Black,customer681@test.com,2024-11-12,1334.67
1712,Frank,Green,customer682@test.com,2024-11-13,1855.15
1376,Eve,Black,customer683@test.com,2024-11-14,2551.38
1550,Eve,Green,customer684@test.com,2024-11-15,596.77
1539,Frank,Green,customer685@test.com,2024-11-16,385.39
1770,Frank,Gray,customer686@test.com,2024-11-17,2890.81
1083,Heidi,White,customer687@test.com,2024-11-18,333.05
1453,Eve,Gray,customer688@test.com,2024-11-19,1440.69
1666,Eve,Green,customer689@test.com,2024-11-20,1760.84
1628,Eve,Green,customer690@test.com,2024-11-21,1628.71
1513,Heidi,White,customer691@test.com,2024-11-22,267.24
1604,Eve,Black,customer692@test.com,2024-11-23,180.51
1677,Heidi,Black,customer693@test.com,2024-11-24,325.4
1386,Grace,Green,customer694@test.com,2024-11-25,1760.91
1911,Heidi,Black,customer695@test.com,2024-11-26,1637.59
1349,Grace,Green,customer696@test.com,2024-11-27,708.88
1295,Eve,White,customer697@test.com,2024-11-28,1916.94
1257,Grace,White,customer698@test.com,2024-11-29,2462.0
1080,Heidi,Green,customer699@test.com,2024-11-30,134.32
1936,Frank,White,customer700@test.com,2024-12-01,1499.41
1267,Grace,Gray,customer701@test.com,2024-12-02,2071.04
1418,Grace,Gray,customer702@test.com,2024-12-03,764.41
1234,Eve,White,customer703@test.com,2024-12-04,930.24
1832,Heidi,Green,customer704@test.com,2024-12-05,1844.78
1310,Grace,Green,customer705@test.com,2024-12-06,2694.83
1812,Grace,White,customer706@test.com,2024-12-07,2431.67
1974,Grace,Black,customer707@test.com,2024-12-08,1753.56
1985,Grace,Gray,customer708@test.com,2024-12-09,2193.36
1356,Frank,Black,customer709@test.com,2024-12-10,1100.82
1212,Heidi,Green,customer710@test.com,2024-12-11,1926.49
1573,Eve,Green,customer711@test.com,2024-12-12,1403.88
1048,Eve,Black,customer712@test.com,2024-12-13,577.91
1126,Frank,White,customer713@test.com,2024-12-14,2108.2
1222,Heidi,Black,customer714@test.com,2024-12-15,1673.83
1920,Grace,Black,customer715@test.com,2024-12-16,1082.28
1278,Frank,Gray,customer716@test.com,2024-12-17,2734.9
1407,Heidi,Gray,customer717@test.com,2024-12-18,72.59
1504,Grace,Black,customer718@test.com,2024-12-19,954.16
1293,Frank,Black,customer719@test.com,2024-12-20,180.08
1795,Heidi,Green,customer720@test.com,2024-12-21,2301.92
1276,Eve,Gray,customer721@test.com,2024-12-22,2109.3
1437,Eve,Gray,customer722@test.com,2024-12-23,1000.74
1106,Heidi,Green,customer723@test.com,2024-12-24,2030.23
1657,Eve,White,customer724@test.com,2024-12-25,1193.85
1419,Heidi,Gray,customer725@test.com,2024-12-26,2271.2
1610,Grace,Gray,customer726@test.com,2024-12-27,1368.01
1428,Heidi,White,customer727@test.com,2024-12-28,1242.72
1374,Grace,Gray,customer728@test.com,2024-12-29,2804.84
1072,Frank,Gray,customer729@test.com,2024-12-30,760.13
1948,Heidi,White,customer730@test.com,2024-12-31,370.14
1997,Frank,White,customer731@test.com,2025-01-01,1757.78
1633,Eve,Black,customer732@test.com,2025-01-02,2908.27
1029,Grace,Green,customer733@test.com,2025-01-03,1139.74
1187,Heidi,Green,customer734@test.com,2025-01-04,195.49
1363,Frank,White,customer735@test.com,2025-01-05,1024.52
1865,Grace,White,customer736@test.com,2025-01-06,1522.74
1799,Grace,Gray,customer737@test.com,2025-01-07,494.15
1450,Eve,Black,customer738@test.com,2025-01-08,1977.73
1194,Eve,Black,customer739@test.com,2025-01-09,2993.27
1155,Grace,White,customer740@test.com,2025-01-10,1360.7
1171,Grace,Gray,customer741@test.com,2025-01-11,1070.64
1846,Heidi,Gray,customer742@test.com,2025-01-12,1208.11
1040,Grace,Green,customer743@test.com,2025-01-13,354.29
1062,Heidi,Green,customer744@test.com,2025-01-14,2650.99
1022,Grace,Gray,customer745@test.com,2025-01-15,1250.33
1359,Eve,Green,customer746@test.com,2025-01-16,1167.95
1074,Heidi,White,customer747@test.com,2025-01-17,1982.47
1559,Frank,Gray,customer748@test.com,2025-01-18,1331.68
1671,Eve,Green,customer749@test.com,2025-01-19,1948.22
1824,Heidi,Black,customer750@test.com,2025-01-20,193.72
1117,Heidi,Gray,customer751@test.com,2025-01-21,2443.03
1611,Frank,Gray,customer752@test.com,2025-01-22,2822.11
1379,Heidi,Black,customer753@test.com,2025-01-23,1949.81
1928,Grace,White,customer754@test.com,2025-01-24,2864.15
1919,Frank,Black,customer755@test.com,2025-01-25,462.78
1678,Eve,Gray,customer756@test.com,2025-01-26,1437.47
1289,Eve,White,customer757@test.com,2025-01-27,1809.4
1439,Grace,Green,customer758@test.com,2025-01-28,1749.39
1667,Eve,Green,customer759@test.com,2025-01-29,1210.37
1932,Heidi,Green,customer760@test.com,2025-01-30,1020.87
1006,Heidi,Gray,customer761@test.com,2025-01-31,389.2
1195,Grace,Black,customer762@test.com,2025-02-01,1181.31
1420,Eve,White,customer763@test.com,2025-02-02,496.36
1567,Eve,Green,customer764@test.com,2025-02-03,2205.75
1832,Grace,White,customer765@test.com,2025-02-04,634.4
1192,Frank,Gray,customer766@test.com,2025-02-05,185.11
1558,Eve,Green,customer767@test.com,2025-02-06,1661.57
1147,Frank,Gray,customer768@test.com,2025-02-07,1789.74
1786,Eve,Black,customer769@test.com,2025-02-08,2617.02
1668,Eve,Gray,customer770@test.com,2025-02-09,1735.18
1201,Eve,Gray,customer771@test.com,2025-02-10,1042.99
1443,Eve,Black,customer772@test.com,2025-02-11,2411.01
1913,Heidi,White,customer773@test.com,2025-02-12,1625.43
1987,Frank,Black,customer774@test.com,2025-02-13,247.05
1418,Frank,Black,customer775@test.com,2025-02-14,1701.89
1426,Eve,Gray,customer776@test.com,2025-02-15,2724.98
1478,Eve,White,customer777@test.com,2025-02-16,1194.97
1474,Frank,Green,customer778@test.com,2025-02-17,896.01
1125,Heidi,Black,customer779@test.com,2025-02-18,438.97
1394,Grace,White,customer780@test.com,2025-02-19,462.82
1816,Grace,Black,customer781@test.com,2025-02-20,1303.99
1880,Frank,Black,customer782@test.com,2025-02-21,1791.08
1805,Eve,Black,customer783@test.com,2025-02-22,251.04
1575,Eve,Black,customer784@test.com,2025-02-23,2819.31
1324,Heidi,Gray,customer785@test.com,2025-02-24,2267.85
1391,Grace,White,customer786@test.com,2025-02-25,1764.01
1929,Heidi,White,customer787@test.com,2025-02-26,2487.03
1687,Grace,White,customer788@test.com,2025-02-27,249.76
1627,Frank,Black,customer789@test.com,2025-02-28,1435.75
1439,Grace,Gray,customer790@test.com,2025-03-01,1893.98
1203,Heidi,Black,customer791@test.com,2025-03-02,2487.67
1485,Heidi,Black,customer792@test.com,2025-03-03,2352.57
1832,Heidi,White,customer793@test.com,2025-03-04,838.44
1030,Frank,Black,customer794@test.com,2025-03-05,2823.23
1387,Grace,Green,customer795@test.com,2025-03-06,381.79
1624,Grace,Black,customer796@test.com,2025-03-07,2626.65
1876,Heidi,Green,customer797@test.com,2025-03-08,2913.11
1433,Grace,Black,customer798@test.com,2025-03-09,539.69
1836,Eve,Gray,customer799@test.com,2025-03-10,2168.98
1925,Eve,Gray,customer800@test.com,2025-03-11,130.45
1375,Eve,White,customer801@test.com,2025-03-12,1222.21
1343,Grace,Black,customer802@test.com,2025-03-13,1553.69
1442,Frank,Green,customer803@test.com,2025-03-14,1746.13
1578,Frank,Green,customer804@test.com,2025-03-15,2808.45
1074,Frank,Black,customer805@test.com,2025-03-16,2020.03
1556,Frank,Green,customer806@test.com,2025-03-17,1449.02
1771,Eve,Gray,customer807@test.com,2025-03-18,2430.93
1665,Eve,Green,customer808@test.com,2025-03-19,2852.09
1154,Heidi,White,customer809@test.com,2025-03-20,75.98
1429,Grace,Gray,customer810@test.com,2025-03-21,2947.74
1362,Grace,Gray,customer811@test.com,2025-03-22,267.54
1447,Frank,Gray,customer812@test.com,2025-03-23,2445.02
1986,Eve,Black,customer813@test.com,2025-03-24,848.2
1233,Frank,Black,customer814@test.com,2025-03-25,405.22
1562,Heidi,Gray,customer815@test.com,2025-03-26,1325.17
1817,Grace,Black,customer816@test.com,2025-03-27,1935.43
1261,Grace,Green,customer817@test.com,2025-03-28,1149.05
1826,Frank,Black,customer818@test.com,2025-03-29,173.15
1124,Heidi,Black,customer819@test.com,2025-03-30,1802.39
1910,Grace,Gray,customer820@test.com,2025-03-31,2708.19
1244,Heidi,White,customer821@test.com,2025-04-01,1155.81
1541,Heidi,White,customer822@test.com,2025-04-02,656.84
1937,Frank,White,customer823@test.com,2025-04-03,1333.31
1484,Eve,Green,customer824@test.com,2025-04-04,154.6
1121,Frank,Black,customer825@test.com,2025-04-05,2463.26
1124,Eve,White,customer826@test.com,2025-04-06,2480.76
1548,Heidi,Gray,customer827@test.com,2025-04-07,1768.12
1169,Eve,White,customer828@test.com,2025-04-08,1065.78
1123,Heidi,White,customer829@test.com,2025-04-09,2401.35
1868,Grace,Black,customer830@test.com,2025-04-10,1668.51
1034,Grace,Black,customer831@test.com,2025-04-11,2479.54
1086,Grace,Black,customer832@test.com,2025-04-12,1898.06
1645,Frank,Green,customer833@test.com,2025-04-13,2355.37
1707,Frank,Green,customer834@test.com,2025-04-14,1799.7
1785,Heidi,White,customer835@test.com,2025-04-15,1248.28
1200,Grace,Black,customer836@test.com,2025-04-16,2874.26
1368,Frank,White,customer837@test.com,2025-04-17,1627.93
1796,Grace,Gray,customer838@test.com,2025-04-18,1819.22
1076,Frank,Gray,customer839@test.com,2025-04-19,669.26
1058,Eve,Black,customer840@test.com,2025-04-20,1880.7
1430,Eve,Black,customer841@test.com,2025-04-21,1719.11
1637,Grace,Gray,customer842@test.com,2025-04-22,562.67
1499,Heidi,Black,customer843@test.com,2025-04-23,188.17
1912,Frank,Green,customer844@test.com,2025-04-24,1817.03
1108,Frank,Green,customer845@test.com,2025-04-25,2293.44
1735,Eve,Black,customer846@test.com,2025-04-26,1574.97
1277,Eve,Gray,customer847@test.com,2025-04-27,688.05
1067,Heidi,White,customer848@test.com,2025-04-28,2002.9
1068,Heidi,Black,customer849@test.com,2025-04-29,249.52
1164,Heidi,Black,customer850@test.com,2025-04-30,1331.08
1488,Grace,White,customer851@test.com,2025-05-01,498.47
1304,Eve,Black,customer852@test.com,2025-05-02,561.53
1908,Grace,White,customer853@test.com,2025-05-03,614.86
1673,Eve,Gray,customer854@test.com,2025-05-04,1166.25
1364,Eve,Green,customer855@test.com,2025-05-05,162.94
1853,Frank,Gray,customer856@test.com,2025-05-06,1199.4
1820,Eve,Green,customer857@test.com,2025-05-07,1540.01
1378,Eve,White,customer858@test.com,2025-05-08,1455.05
1342,Grace,Green,customer859@test.com,2025-05-09,1154.52
1946,Eve,Gray,customer860@test.com,2025-05-10,2519.05
1898,Grace,Green,customer861@test.com,2025-05-11,444.53
1553,Heidi,White,customer862@test.com,2025-05-12,1522.03
1353,Eve,Green,customer863@test.com,2025-05-13,195.5
1415,Eve,Black,customer864@test.com,2025-05-14,222.76
1108,Grace,Gray,customer865@test.com,2025-05-15,1725.86
1562,Heidi,Black,customer866@test.com,2025-05-16,1702.4
1761,Frank,White,customer867@test.com,2025-05-17,2635.32
1496,Heidi,Green,customer868@test.com,2025-05-18,1678.04
1340,Grace,Black,customer869@test.com,2025-05-19,2879.78
1941,Heidi,Black,customer870@test.com,2025-05-20,155.6
1382,Grace,Green,customer871@test.com,2025-05-21,303.04
1532,Grace,Green,customer872@test.com,2025-05-22,141.76
1299,Frank,Gray,customer873@test.com,2025-05-23,563.98
1138,Eve,Black,customer874@test.com,2025-05-24,1628.4
1358,Grace,Black,customer875@test.com,2025-05-25,1940.26
1835,Grace,White,customer876@test.com,2025-05-26,146.3
1498,Frank,Gray,customer877@test.com,2025-05-27,2838.45
1384,Grace,White,customer878@test.com,2025-05-28,2528.07
1603,Eve,Black,customer879@test.com,2025-05-29,896.87
1958,Frank,White,customer880@test.com,2025-05-30,240.79
1279,Eve,Black,customer881@test.com,2025-05-31,517.96
1636,Eve,Black,customer882@test.com,2025-06-01,389.56
1482,Frank,White,customer883@test.com,2025-06-02,378.62
1908,Grace,White,customer884@test.com,2025-06-03,1560.5
1110,Eve,Green,customer885@test.com,2025-06-04,745.08
1865,Eve,Green,customer886@test.com,2025-06-05,1080.84
1138,Eve,Green,customer887@test.com,2025-06-06,2968.62
1995,Eve,Black,customer888@test.com,2025-06-07,2056.1
1434,Frank,White,customer889@test.com,2025-06-08,2847.45
1508,Frank,Gray,customer890@test.com,2025-06-09,436.24
1272,Heidi,Black,customer891@test.com,2025-06-10,1152.6
1098,Heidi,Gray,customer892@test.com,2025-06-11,1668.65
1763,Eve,White,customer893@test.com,2025-06-12,239.51
1849,Grace,Black,customer894@test.com,2025-06-13,22.52
1103,Eve,Gray,customer895@test.com,2025-06-14,2014.6
1213,Grace,Gray,customer896@test.com,2025-06-15,1929.04
1760,Eve,Green,customer897@test.com,2025-06-16,1238.26
1663,Heidi,Green,customer898@test.com,2025-06-17,1474.04
1761,Heidi,Green,customer899@test.com,2025-06-18,1252.17
1786,Grace,Black,customer900@test.com,2025-06-19,81.78
1164,Eve,White,customer901@test.com,2025-06-20,1012.76
1998,Grace,White,customer902@test.com,2025-06-21,539.48
1852,Heidi,Green,customer903@test.com,2025-06-22,304.29
1519,Eve,Green,customer904@test.com,2025-06-23,2870.59
1283,Eve,Green,customer905@test.com,2025-06-24,1802.09
1516,Grace,Gray,customer906@test.com,2025-06-25,2188.68
1656,Frank,Green,customer907@test.com,2025-06-26,952.94
1612,Grace,Gray,customer908@test.com,2025-06-27,1185.51
1163,Heidi,White,customer909@test.com,2025-06-28,718.4
1885,Heidi,Black,customer910@test.com,2025-06-29,299.93
1658,Heidi,Black,customer911@test.com,2025-06-30,545.3
1063,Heidi,Black,customer912@test.com,2025-07-01,2394.57
1090,Heidi,Black,customer913@test.com,2025-07-02,2035.86
1116,Frank,Gray,customer914@test.com,2025-07-03,1645.32
1865,Eve,Gray,customer915@test.com,2025-07-04,1430.52
1266,Grace,Green,customer916@test.com,2025-07-05,2768.08
1821,Grace,Gray,customer917@test.com,2025-07-06,227.48
1684,Heidi,Green,customer918@test.com,2025-07-07,849.0
1558,Grace,Green,customer919@test.com,2025-07-08,1056.31
1139,Heidi,Black,customer920@test.com,2025-07-09,2349.45
1245,Frank,Gray,customer921@test.com,2025-07-10,2977.62
1660,Frank,Gray,customer922@test.com,2025-07-11,729.6
1757,Eve,Green,customer923@test.com,2025-07-12,2624.18
1394,Frank,Green,customer924@test.com,2025-07-13,2493.56
1486,Frank,White,customer925@test.com,2025-07-14,681.73
1475,Eve,White,customer926@test.com,2025-07-15,1204.0
1516,Grace,Green,customer927@test.com,2025-07-16,1234.92
1976,Heidi,White,customer928@test.com,2025-07-17,2934.88
1183,Heidi,White,customer929@test.com,2025-07-18,550.87
1019,Grace,Green,customer930@test.com,2025-07-19,2399.48
1936,Eve,Green,customer931@test.com,2025-07-20,1009.24
1557,Grace,Gray,customer932@test.com,2025-07-21,2195.3
